LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE_KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,CURB_WEIGHT_KG,NO_OF_OWNERS,VEHICLE_TYPE
https://www.sgcarmart.com/used_cars/info.php?ID=862866&DL=1000,Mercedes-Benz,79800.0,19400.0,18-Oct-2011,61500.0,2011,3164.0,Auto,58400.0,23/10/2019,82519.0,82519.0,65521.0,399.0,3498,1735.0,3.0,Luxury Sedan
https://www.sgcarmart.com/used_cars/info.php?ID=846648&DL=1353,Jaguar,112800.0,14210.0,06-Aug-2015,42833.0,2015,1212.0,Auto,80961.0,23/10/2019,49305.0,61027.0,60789.0,2098.0,1999,1873.0,1.0,Luxury Sedan
https://www.sgcarmart.com/used_cars/info.php?ID=857751&DL=3004,Toyota,29800.0,5950.0,16-Oct-2009,101000.0,2009,684.0,Auto,,23/10/2019,12717.0,12717.0,,1825.0,1497,1095.0,2.0,Mid-Sized Sedan
https://www.sgcarmart.com/used_cars/info.php?ID=854573&DL=3142,Mitsubishi,92800.0,9270.0,27-Jan-2010,,2008,1210.0,Auto,,23/10/2019,47577.0,47577.0,,0.0,1998,1625.0,2.0,Sports Car
https://www.sgcarmart.com/used_cars/info.php?ID=815695&DL=2714,Audi,49888.0,14900.0,21-Jul-2011,,2011,1194.0,Auto,36123.0,23/10/2019,47841.0,47841.0,56300.0,612.0,1984,1615.0,5.0,Luxury Sedan
https://www.sgcarmart.com/used_cars/info.php?ID=847703&DL=2400,Honda,38900.0,7770.0,20-Aug-2009,94000.0,2008,978.0,Auto,,23/10/2019,21257.0,21257.0,,1825.0,1799,1350.0,4.0,MPV
https://www.sgcarmart.com/used_cars/info.php?ID=853885&DL=3518,Toyota,87800.0,11080.0,30-Mar-2016,,2016,1792.0,Auto,54688.0,23/10/2019,29296.0,33015.0,46502.0,2346.0,2494,1475.0,1.0,Luxury Sedan
https://www.sgcarmart.com/used_cars/info.php?ID=847360&DL=3350,MINI,85800.0,12720.0,31-Dec-2015,33000.0,2015,684.0,Auto,44645.0,23/10/2019,22942.0,14119.0,55001.0,2257.0,1499,1175.0,1.0,Hatchback
https://www.sgcarmart.com/used_cars/info.php?ID=840966&DL=1292,Mazda,52500.0,8940.0,27-May-2015,,2015,682.0,Auto,42122.0,23/10/2019,14712.0,5000.0,68589.0,2038.0,1496,1321.0,1.0,Mid-Sized Sedan
https://www.sgcarmart.com/used_cars/info.php?ID=863370&DL=1256,Volkswagen,23838.0,10130.0,30-Nov-2010,,2010,620.0,Auto,17576.0,23/10/2019,25306.0,25306.0,33132.0,401.0,1390,1285.0,1.0,Sports Car
https://www.sgcarmart.com/used_cars/info.php?ID=826357&DL=2756,Honda,55800.0,5870.0,26-Apr-2009,119278.0,2009,978.0,Auto,33684.0,23/10/2019,20987.0,20987.0,35411.0,3467.0,1799,1350.0,4.0,MPV
https://www.sgcarmart.com/used_cars/info.php?ID=858481&DL=1026,Toyota,86500.0,9470.0,20-Nov-2017,62000.0,2017,976.0,Auto,61354.0,23/10/2019,19955.0,19955.0,57414.0,2927.0,1798,1355.0,1.0,MPV
